ShortName,LongName,Issn
Medizinische Klinik - Intensivmedizin und Notfallmedizin,Urban & Vogel Medien & Medizin,2193-6218
Mednet,Bohn Stafleu Van Loghum BV,1568-7716(Paper)1876-5963(Online)
MedR Medizinrecht,Springer Science+Business Media B.V.,0723-8886(Paper)1433-8629(Online)
MEdSim,Halldale Publishing & Media Group,2165-5367(Paper)2165-5375(Online)
Medstra - Zeitschrift fuer Medizinstrafrecht,Verlag C.H.Beck,2199-4323
Meeting & Congressi,Ediman SRL,0390-2692
"G3: Genes, Genomes, Genetics",Genetics Society of America,(Paper)2160-1836(Online)
Gaceta Médica de Bilbao,Elsevier Science,0304-4858
Gaceta Médica de Caracas,Ateproca,0367-4762
Gaceta Médica de México,Academia Nacional De Medicina,0016-3813
Gaceta Mexicana de Oncología,Sociedad Mexicana de Oncologia,1665-9201
Gaceta Sanitaria (ScienceDirect),Elsevier España SL,0213-9111
GAIA: Ecological Perspectives for Science and Society,Oekom Verlag,0940-5550
Gait and Posture,Elsevier Science,0966-6362
GALENOS Rivista di filologia dei testi medici antichi,Fabrizio Serra editore,1973-5049
Galilaeana:  Journal of Galilean Studies,Casa Editrice Leo S Olschki,
Galleries West,Galleries West,1703-2806
Game Studies,Game Studies,1604-7982
Game Theory,Hindawi Publishing Corporation,2356-6930(Paper)2314-6559(Online)
Games and Culture,SAGE Publications,1555-4120(Paper)1555-4139(Online)
Games and Economic Behavior,Elsevier Science,0899-8256(Paper)1090-2473(Online)
Games for Health Journal,Mary Ann Liebert,2161-783X(Paper)2161-7856(Online)
Games for Windows,Ziff Davis,1933-6160
Gaming Law Review,Mary Ann Liebert,1092-1885(Paper)1557-8046(Online)
Gaming Law Review and Economics,Mary Ann Liebert,1097-5349
GAMM-Mitteilungen,WILEY-VCH Verlag GmbH,0936-7195
Gamma Knife,American Association of Neurological Surgeons,
Gas Matters,Economatters,0964-8496(Paper)1746-823x(Online)
Gas Separation & Purification,Elsevier Science,0950-4214
Gastric Breast Cancer,Gastric Breast Cancer Editorial Office,1109-7655(Paper)1109-7647(Online)
Gastric Cancer,Springer Science+Business Media B.V.,1436-3291(Paper)1436-3305(Online)
Der Gastroenterologe,Springer Science+Business Media B.V.,1861-9681(Paper)1861-969X(Online)
Gastroenterología y Hepatología (ScienceDirect),Elsevier España SL,0210-5705
Gastroenterología y Hepatología,Elsevier España SL,0210-5705
Gastroenterología y Hepatología Continuada (ScienceDirect),Elsevier España SL,1578-1550
Gastroenterología y Hepatología Continuada,Elsevier España SL,1578-1550
Gastroenterología y Hepatología (English Edition),Elsevier España SL,2444-3824
Gastroentérologie Clinique et Biologique,Masson Editeur,0399-8320
Gastroenterologie up2date,Thieme Medical Publishers Inc,1616-9670
Gastroenterology,WB Saunders Company,0016-5085(Paper)1528-0012(Online)
Gastroenterology Clinics of North America,WB Saunders Company,0889-8553
Gastroenterology Nursing,Lippincott Williams & Wilkins (LWW),1042-895X(Paper)1538-9766(Online)
Gastroenterology Report,Oxford University Press,(Paper)2052-0034(Online)
Gastroenterology Research,Elmer Press,1918-2805(Paper)1918-2813(Online)
Gastroenterology Research and Practice,Hindawi Publishing Corporation,1687-6121(Paper)1687-630X(Online)
Gastrointestinal Endoscopy,Mosby Year Book Inc,0016-5107
Gastrointestinal Endoscopy Clinics of North America,WB Saunders Company,1052-5157
Gastrointestinal Intervention,Elsevier Science,2213-1795
Gastrointestinal Nursing,MA Healthcare Ltd,1479-5248
Gastrointestinal Tumors,S Karger AG,2296-3774(Paper)2296-3766(Online)
Gastronomica,University of California Press,1529-3262(Paper)1533-8622(Online)
Gavel,Illinois Judges Association,
The Gavel,State Bar of North Dakota,0093-1845
Gay and Lesbian Issues and Psychology Review,Austral Psychological Soc Ltd,(Paper)1833-4512(Online)
Gazette des femmes,Conseil du Statut de la Femme,0704-4550
Gazette des mathématiciens,Soc Math De France,0224-8999
Gazette of Law & Journalism,Law Press of Australia,0818-0148(Paper)1442-5947(Online)
Gazo Denshi Gakkaishi = Journal of the Institute of Image Electronics Engineers of Japan,Maruzen Company Ltd,0285-9831(Paper)1348-0316(Online)
Gazzetta Medica Italiana,Edizioni Minerva Medica,0393-3660
GBEzine,Green Building Press,
GCB Bioenergy,Wiley-Blackwell,1757-1693
GE Portuguese Journal of Gastroenterology,Sociedade Portuguesa de Gastrenterologia,2341-4545
GE - Portuguese Journal of Gastroenterology (Karger),S Karger AG,2341-4545(Paper)2387-1954(Online)
GebäudeTechnik InnenraumKlima,Oldenbourg Industrieverlag,2195-643X
Geburtshilfe und Frauenheilkunde,Thieme Medical Publishers Inc,0016-5751(Paper)1438-8804(Online)
Gedoetski Vestnik,Fak Gradben In Geodezijo,
Gedrag en Organisatie,Boom uitgevers Den Haag,0921-5077
Gefässchirurgie,Springer Science+Business Media B.V.,0948-7034(Paper)1434-3932(Online)
Gefäßmedizin Scan,Georg Thieme Verlag Stuttgart,2197-5922
Gehirn & Geist,Spektrum der Wissenschaft,
Geld - Oesterreichs Fuehrendes Finanzmagazin,Profil Verlag GMBH,
GEM - International Journal on Geomathematics,Springer Science+Business Media B.V.,1869-2672(Paper)1869-2680(Online)
Gemeentecodex,Editions Politeia SA,1780-1842
Gemeindenahe Psychiatrie,OEGGP - Österreichische Gesellschaft für Gemeindenahe Psychiatrie ,1015-1699
Gemeinsam Leben,Juventa Verlag GmbH,0943-8394
Gems & Gemology,Gemological Institute of America,0016-626X
Gender & History,Wiley-Blackwell,0953-5233(Paper)1468-0424(Online)
Gender & Society,SAGE Publications,0891-2432(Paper)1552-3977(Online)
"Gender - Zeitschrift fï¿½r Geschlecht, Kultur und Gesellschaft",Verlag Barbara Budrich,1868-7245
Gender and Behaviour,IFE CTR Psychological Studies,1596-9231
Gender and Development,Routledge,1355-2074(Paper)1364-9221(Online)
Gender and Development in Brief,Institute of Development Studies (IDS),
Gender and Education,Routledge,0954-0253(Paper)1360-0516(Online)
Gender and Language,Equinox Publishing Ltd.,1747-6321(Paper)1747-633X(Online)
Gender in Management: An International Journal,Emerald Group Publishing Ltd,1754-2413
Gender Issues,Springer Science+Business Media B.V.,1098-092X(Paper)1936-4717(Online)
Gender Medicine,Elsevier Science,1550-8579
Gender Studies,De Gruyter,1583-980X
Gender Technology and Development,SAGE Publications,0971-8524
"Gender, Place and Culture: A Journal of Feminist Geography",Routledge,0966-369X(Paper)1360-0524(Online)
"Gender, Work and Organization",Wiley-Blackwell,0968-6673(Paper)1468-0432(Online)
Genders,University of Texas Press,0894-9832(Paper)1936-3249(Online)
Gene,Elsevier Science,0378-1119(Paper)1879-0038(Online)
Gene Analysis Techniques,Elsevier Science,0735-0651
Gene and Gene Editing,American Scientific Publishers,2376-3949(Paper)2376-3957(Online)
Gene Expression,Cognizant Communication Corporation,1052-2166
Gene Expression Patterns,Elsevier Science,1567-133X
Gene Function and Disease,WILEY-VCH Verlag GmbH,1438-7506(Paper)1438-826X(Online)
Gene Regulation and Systems Biology,Libertas Academica ,(Paper)1177-6250(Online)
Gene Reports,Elsevier Science,(Paper)2452-0144(Online)
Gene Therapy,Nature Publishing Group,0969-7128(Paper)1476-5462(Online)
Gene Therapy and Regulation,Brill Academic Publishers,1388-9532(Paper)1568-5586(Online)
Gene Therapy and Regulation (GTR),World Scientific Publishing Co. Pte. Ltd.,1388-9532(Paper)1568-5586(Online)
Gene Therapy Weekly,Newsrx.Com,1078-2842(Paper)1532-4583(Online)
General and Comparative Endocrinology,Elsevier Science,0016-6480(Paper)1095-6840(Online)
General Anthropology,Wiley-Blackwell,1537-1727
General Assembly Minutes,Presbyterian Church Aotearoa NZ,
Journal of Complementary and Integrative Medicine,De Gruyter,(Paper)1553-3840(Online)
Journal of Complex Analysis,Hindawi Publishing Corporation,2314-4963(Paper)2314-4971(Online)
Journal of Complex Networks,Oxford University Press,2051-1310(Paper)2051-1329(Online)
Journal of Complex Systems,Hindawi Publishing Corporation,2356-7244(Paper)2314-6540(Online)
Journal of Complexity,Elsevier Science,0885-064X(Paper)1090-2708(Online)
Journal of Composite Materials,SAGE Publications,0021-9983(Paper)1530-793X(Online)
Journal of Composites,Hindawi Publishing Corporation,(Paper)2314-5978(Online)
Journal of Composites for Construction,American Society of Civil Engineers,1090-0268
Journal of Composites Technology and Research,American Society for Testing and Materials,0884-6804
Journal of Computational Acoustics,World Scientific Publishing Co. Pte. Ltd.,0218-396X
Journal of Computational Analysis and Applications,Springer Science+Business Media B.V.,1521-1398(Paper)1572-9206(Online)
Journal of Computational and Applied Mathematics,Elsevier Science,0377-0427
Journal of Computational and Graphical Statistics,Taylor & Francis,1061-8600(Paper)1537-2715(Online)
Journal of Computational and Nonlinear Dynamics,American Society of Mechanical Engineers (ASME),1555-1415(Paper)1555-1423(Online)
Journal of Computational and Theoretical Nanoscience,American Scientific Publishers,1546-1955(Paper)1546-1963(Online)
Journal of Computational and Theoretical Transport,Taylor & Francis,2332-4309(Paper)2332-4325(Online)
Journal of Computational Biology,Mary Ann Liebert,1066-5277(Paper)1557-8666(Online)
Journal of Computational Chemistry,"John Wiley & Sons, Inc",0192-8651(Paper)1096-987X(Online)
Journal of Computational Design and Engineering,Elsevier Science,2288-4300
Journal of Computational Dynamics,American Institute of Mathematical Sciences (AIMS),2158-2491(Paper)2158-2505(Online)
Journal of Computational Electronics,Springer Science+Business Media B.V.,1569-8025
Journal of Computational Engineering,Hindawi Publishing Corporation,(Paper)2314-6443(Online)
Journal of Computational Environmental Sciences,Hindawi Publishing Corporation,2356-7279(Paper)2314-8292(Online)
The Journal of Computational Finance,Incisive Financial Publishing Ltd.,1460-1559(Paper)1755-2850(Online)
Journal of Computational Intelligence and Electronic Systems,American Scientific Publishers,2326-3008(Paper)2326-3024(Online)
Journal of Computational Mathematics ,Global Science Press Ltd ,0254-9409
Journal of Computational Medicine,Hindawi Publishing Corporation,2314-5080(Paper)2314-5099(Online)
Journal of Computational Methods in Physics,Hindawi Publishing Corporation,(Paper)2314-6834(Online)
Journal of Computational Methods in Science and Engineering,IOS Press,1472-7978(Paper)1875-8983(Online)
Journal of Computational Multiphase Flows,SAGE Publications,1757-482X
Journal of Computational Neuroscience,Springer Science+Business Media B.V.,0929-5313
Journal of Computational Physics,Elsevier Science,0021-9991(Paper)1090-2716(Online)
Journal of Computational Science,Elsevier Science,1877-7503
Journal of Computational Surgery,Springer Science+Business Media B.V.,(Paper)2194-3990(Online)
Journal of Computed Tomography,Elsevier Science,0149-936X
Journal of Computer and System Sciences,Elsevier Science,0022-0000(Paper)1090-2724(Online)
Journal of Computer and Systems Sciences International,Springer Science+Business Media B.V.,1064-2307
Journal of Computer Assisted Learning,Wiley-Blackwell,0266-4909(Paper)1365-2729(Online)
Journal of Computer Assisted Tomography,Lippincott Williams & Wilkins (LWW),0363-8715(Paper)1532-3145(Online)
"Journal of Computer Chemistry, Japan",Society of Computer Chemistry Japan,1347-1767(Paper)1347-3824(Online)
Journal of Computer Information Systems,Taylor & Francis,0887-4417(Paper)2380-2057(Online)
Journal of Computer Networks and Communications,Hindawi Publishing Corporation,2090-7141(Paper)2090-715x(Online)
Journal of Computer Science,Science Publications,1549-3636(Paper)1552-6607(Online)
Journal of Computer Science and Technology,Springer Science+Business Media B.V.,1000-9000(Paper)1860-4749(Online)
Journal of Computer Security,IOS Press,0926-227X(Paper)1875-8924(Online)
Journal of Computer Systems Networks and Communications,Hindawi Publishing Corporation,1687-7381(Paper)1687-739X(Online)
Journal of Computer Virology and Hacking Techniques,Springer Science+Business Media B.V.,2274-2042(Paper)2263-8733(Online)
Journal of Computer-Aided Materials Design,Springer Science+Business Media B.V.,0928-1045
Journal of Computer-Aided Molecular Design,Springer Science+Business Media B.V.,0920-654X
Journal of Computer-Assisted Microscopy,Springer Science+Business Media B.V.,1040-7286
Journal of Computer-Mediated Communication,Wiley-Blackwell,1083-6101
Journal of Computers in Education,Springer Science+Business Media B.V.,2197-9987(Paper)2197-9995(Online)
Journal of Computers in Mathematics and Science Teaching (JCMST),Association for the Advancement of Computing in Education (AACE),0731-9258
Journal of Computing and Information Science in Engineering,American Society of Mechanical Engineers (ASME),1530-9827
Journal of Computing and Information Technology,Bts Knjiga Trgovina ,1330-1136
Journal of Computing in Civil Engineering,American Society of Civil Engineers,0887-3801
Journal of Computing in Higher Education,Springer Science+Business Media B.V.,1042-1726
Journal of Computing in Teacher Education,Taylor & Francis,1040-2454(Paper)2332-7421(Online)
Journal of Conflict and Security Law,Oxford University Press,1467-7954(Paper)1467-7954(Online)
Journal of Conflict Archaeology,Taylor & Francis,1574-0773(Paper)1574-0781(Online)
Journal of Conflict Resolution,SAGE Publications,0022-0027(Paper)1552-8766(Online)
Journal of Conflict Studies,Center for Conflict Studies,1198-8614(Paper)1715-5673(Online)
Journal of Congestive Heart Failure & Circulatory Support,Isis Medical Media Ltd,1468-3768
Journal of Consciousness Exploration & Research,QuantumDream ,(Paper)2153-8212(Online)
Journal of Consciousness Studies,Imprint Academic,1355-8250
Journal of Conservative Dentistry,Medknow Publications,0972-0707(Paper)0974-5203(Online)
Journal of Construction Engineering,Hindawi Publishing Corporation,(Paper)2314-5986(Online)
Journal of Construction Engineering and Management,American Society of Civil Engineers,0733-9364
Journal of Construction Research,World Scientific Publishing Co. Pte. Ltd.,1609-9451
Journal of Constructional Steel Research,Elsevier Science,0143-974X
Journal of Constructivist Psychology,Psychology Press,1072-0537(Paper)1521-0650(Online)
Journal of Consumer Affairs,Wiley-Blackwell,0022-0078(Paper)1745-6606(Online)
Journal of Consumer Behaviour,"John Wiley & Sons, Inc",1472-0817(Paper)1479-1838(Online)
Journal of Consumer Culture,SAGE Publications,1469-5405(Paper)1741-2900(Online)
Journal of Consumer Education,Journal of Consumer Education,1042-5950
Journal of Consumer Health on the Internet,Routledge,1539-8285(Paper)1539-8293(Online)
Journal of Consumer Marketing,Emerald Group Publishing Ltd,0736-3761
Journal of Consumer Policy,Springer Science+Business Media B.V.,0168-7034(Paper)1573-0700(Online)
Journal of Consumer Psychology,Elsevier Science,1057-7408(Paper)1532-7663(Online)
Journal of Consumer Research,Oxford University Press,0093-5301(Paper)1537-5277(Online)
Journal of Consumer Studies and Home Economics,Wiley-Blackwell,0309-3891(Paper)1365-2737(Online)
Journal of Contaminant Hydrology,Elsevier Science,0169-7722
Journal of Contemplative Inquiry,Contemplative Mind in Society,2333-7281
Journal of Contemporary Accounting and Economics,Elsevier Science,1815-5669
Journal of Contemporary African Studies,Routledge,0258-9001(Paper)1469-9397(Online)
Journal of Contemporary Archaeology,Equinox Publishing Ltd.,2051-3429(Paper)2051-3437(Online)
Journal of Contemporary Asia,Taylor & Francis,0047-2336(Paper)1752-7554(Online)
Journal of Contemporary China,Routledge,1067-0564(Paper)1469-9400(Online)
Journal of Contemporary Chinese Art,Intellect Ltd,2051-7041(Paper)2051-705X(Online)
Journal of Contemporary Criminal Justice,SAGE Publications,1043-9862(Paper)1552-5406(Online)
Journal of Contemporary Dental Practice,Procter & Gamble Company,(Paper)1526-3711(Online)
Journal of Contemporary Drama in English,De Gruyter,(Paper)2195-0164(Online)
Journal of Contemporary Ethnography,SAGE Publications,0891-2416(Paper)1552-5414(Online)
Journal of Contemporary European Studies,Routledge,1478-2804(Paper)1478-2790(Online)
Journal of Contemporary History,SAGE Publications,0022-0094(Paper)1461-7250(Online)
Journal of Contemporary Mathematical Analysis,Allerton Press Inc,1068-3623(Paper)1934-9416(Online)
Journal of Contemporary Painting,Intellect Ltd,2052-6695(Paper)2052-6709(Online)
Journal of Contemporary Physics (Armenian Academy of Sciences),Allerton Press Inc,1068-3372(Paper)1934-9378(Online)
Journal of Contemporary Psychotherapy,Springer Science+Business Media B.V.,0022-0116(Paper)1573-3564(Online)
Journal of Contemporary Religion,Routledge,1353-7903(Paper)1469-9419(Online)
Journal of Contemporary Water Research & Education,Wiley-Blackwell,1936-704X
Journal of Urban Economics,Elsevier Science,0094-1190(Paper)1095-9068(Online)
Journal of Urban Health,Springer Science+Business Media B.V.,1099-3460(Paper)1468-2869(Online)
Journal of Urban History,SAGE Publications,0096-1442(Paper)1552-6771(Online)
Journal of Urban Management,Elsevier Science,2226-5856
Journal of Urban Planning and Development,American Society of Civil Engineers,0733-9488
Journal of Urban Regeneration and Renewal,Henry Stewart Publications,1752-9638(Paper)1752-9646(Online)
Journal of Urban Technology,Routledge,1063-0732(Paper)1466-1853(Online)
Journal of Urbanism: International Research on Placemaking and Urban Sustainability,Routledge,1754-9175(Paper)1754-9183(Online)
The Journal of Urology,Elsevier Science,0022-5347(Paper)1527-3792(Online)
The Journal of Urology (Ovid),Lippincott Williams & Wilkins (LWW),0022-5347
Journal of Vacation Marketing,SAGE Publications,1356-7667(Paper)1479-1870(Online)
Journal of Vaccines,Hindawi Publishing Corporation,2090-7974(Paper)2090-7990(Online)
Journal of Vacuum Science & Technology B,American Vacuum Society (AVS),2166-2746(Paper)2166-2754(Online)
"Journal of Vacuum Science & Technology. A: Vacuum, Surfaces, and Films",American Vacuum Society (AVS),0734-2101(Paper)1944-2807(Online)
Journal of Validation Technology,Advanstar Communications Inc,1079-6630(Paper)2150-7090(Online)
The Journal of Value Inquiry,Springer Science+Business Media B.V.,0022-5363
Journal of Vascular Access Devices,Elsevier Science,1083-0081
The Journal of Vascular Access,Wichtig Editore,1129-7298(Paper)1724-6032(Online)
Journal of Vascular and Interventional Radiology,Elsevier Science,1051-0443(Paper)1535-7732(Online)
Journal of Vascular and Interventional Radiology (Highwire),Lippincott Williams & Wilkins (LWW),1051-0443(Paper)1535-7732(Online)
Journal of Vascular & Interventional Radiology (Ovid),Lippincott Williams & Wilkins (LWW),1051-0443(Paper)1535-7732(Online)
Journal of Vascular Nursing,Mosby Year Book Inc,1062-0303
Journal of Vascular Research,S Karger AG,1018-1172(Paper)1423-0135(Online)
Journal of Vascular Surgery,Mosby Year Book Inc,0741-5214(Paper)1097-6809(Online)
Journal of Vascular Surgery Cases,Elsevier Science,2352-667X
Journal of Vascular Surgery Cases and Innovative Techniques,Elsevier Science,(Paper)2468-4287(Online)
Journal of Vascular Surgery: Venous and Lymphatic Disorders,Elsevier Science,2213-333X
Journal of Vector Ecology,Wiley-Blackwell,1081-1710(Paper)1948-7314(Online)
Journal of Vegetable Crop Production,Taylor & Francis,1049-6467
Journal of Vegetable Science,Taylor & Francis,1548-1689(Paper)1548-1697(Online)
Journal of Vegetation Science,"John Wiley & Sons, Inc",1100-9233(Paper)1654-1103(Online)
Journal of Vegetation Science,Opulus Press AB,1100-9233
Journal of Venomous Animals and Toxins including Tropical Diseases,BioMed Central,(Paper)1678-9199(Online)
Journal of Verbal Learning and Verbal Behavior,Elsevier Science,0022-5371
"Journal of Verification, Validation and Uncertainty Quantification",American Society of Mechanical Engineers (ASME),2377-2158(Paper)2377-2166(Online)
Journal of Vertebrate Paleontology,Taylor & Francis,0272-4634(Paper)1937-2809(Online)
Journal of Vestibular Research,IOS Press,0957-4271(Paper)1878-6464(Online)
Journal of Veterinary Behavior: Clinical Applications and Research,WB Saunders Company,1558-7878
Journal of Veterinary Cardiology,Elsevier Science,1760-2734
Journal of Veterinary Dentistry,SAGE Publications,0898-7564(Paper)2470-4083(Online)
Journal of Veterinary Diagnostic Investigation,SAGE Publications,1040-6387(Paper)1943-4936(Online)
Journal of Veterinary Emergency and Critical Care,Wiley-Blackwell,1479-3261(Paper)1476-4431(Online)
Journal of Veterinary Internal Medicine,Wiley-Blackwell,0891-6640(Paper)1939-1676(Online)
Journal of Veterinary Medical Education (JVME),University of Toronto Press,0748-321X(Paper)1943-7218(Online)
Journal of Veterinary Medical Science,Maruzen Company Ltd,0916-7250
Journal of Veterinary Medicine,Hindawi Publishing Corporation,2356-7708(Paper)2314-6966(Online)
Journal of Veterinary Medicine Series A,Wiley-Blackwell,0931-184X(Paper)1439-0442(Online)
"Journal of Veterinary Medicine, Series B",Wiley-Blackwell,0931-1793(Paper)1439-0450(Online)
Journal of Veterinary Pharmacology & Therapeutics,Wiley-Blackwell,0140-7783(Paper)1365-2885(Online)
Journal of Veterinary Research,De Gruyter,(Paper)2450-8608(Online)
Journal of Veterinary Science,The Korean Society of Veterinary Medicine,1229-845X
Journal of Veterinary Science & Medial Diagnosis,Scitechnol,(Paper)2325-9590(Online)
Journal of Vibration & Control,SAGE Publications,1077-5463(Paper)1741-2986(Online)
Journal of Vibration and Acoustics,American Society of Mechanical Engineers (ASME),1048-9002(Paper)1528-8927(Online)
Journal of Victorian Culture,Routledge,1355-5502(Paper)1750-0133(Online)
Journal of Victorian Culture (Project Muse),Edinburgh University Press Ltd,1355-5502(Paper)1750-0133(Online)
Journal of Vietnamese Studies,University of California Press,1559-372X(Paper)1559-3738(Online)
Journal of Vinyl & Additive Technology,"John Wiley & Sons, Inc",1083-5601(Paper)1548-0585(Online)
Journal of Viral Hepatitis,Wiley-Blackwell,1352-0504(Paper)1365-2893(Online)
Journal of Virological Methods,Elsevier Science,0166-0934
The Journal of Virology,American Society for Microbiology,0022-538X(Paper)1098-5514(Online)
The Journal of Virtual Environments,Brandeis University,
Journal of Viruses,Hindawi Publishing Corporation,2356-7716(Paper)2314-646X(Online)
Journal of Visceral Surgery,Elsevier Science,1878-7886
Journal of Vision,Association for Research in Vision and Ophthalmology,(Paper)1534-7362(Online)
Journal of Visual Art Practice,Taylor & Francis,1470-2029(Paper)1758-9185(Online)
Journal of Visual Communication and Image Representation,Elsevier Science,1047-3203(Paper)1095-9076(Online)
Journal of Visual Communication in Medicine,Taylor & Francis,1745-3054(Paper)1745-3062(Online)
Journal of Visual Culture,SAGE Publications,1470-4129(Paper)1741-2994(Online)
Journal of Visual Impairment & Blindness,American Foundation for the Blind,0145-482X(Paper)1559-1476(Online)
Journal of Visual Languages and Computing,Elsevier Science,1045-926X(Paper)1095-8533(Online)
Journal of Visual Literacy,Taylor & Francis,1051-144X(Paper)2379-6529(Online)
Journal of Visualization,IOS Press,1343-8875(Paper)1875-8975(Online)
Journal of Visualization,Springer Science+Business Media B.V.,1343-8875(Paper)1875-8975(Online)
The Journal of Visualization and Computer Animation (now Computer Animation and Virtual Worlds),"John Wiley & Sons, Ltd",1049-8907(Paper)1049-8907(Online)
The Journal of VLSI Signal Processing,Springer Science+Business Media B.V.,0922-5773
Journal of Vocational Behavior,Elsevier Science,0001-8791(Paper)1095-9084(Online)
Journal of Vocational Education and Training,Routledge,1363-6820(Paper)1747-5090(Online)
Journal of Vocational Education Research (JVER),Association for Career and Technical Education Research (ACTER),0739-3369
Journal of Vocational Rehabilitation,IOS Press,1052-2263(Paper)1053-0452(Online)
Journal of Voice,Elsevier Science,0892-1997
Journal of Volcanology and Geothermal Research,Elsevier Science,0377-0273
Journal of Volcanology and Seismology,Springer Science+Business Media B.V.,0742-0463(Paper)1819-7108(Online)
Journal of War and Culture Studies,Taylor & Francis,1752-6272(Paper)1752-6280(Online)
Journal of Waste Management,Hindawi Publishing Corporation,2356-7724(Paper)2314-6052(Online)
Journal of Water and Climate Change,IWA Publishing,2040-2244
Journal of Water and Health,IWA Publishing,1477-8920
Journal of Water and Land Development,Versita,1429-7426(Paper)2083-4535(Online)
Journal of Water Chemistry and Technology,Allerton Press Inc,1063-455x(Paper)1934-936x(Online)
Journal of Water Process Engineering,Elsevier Science,2214-7144
Journal of Water Resource and Protection,Scientific Research Publishing,1945-3094(Paper)1945-3108(Online)
Journal of Water Resources Planning and Management,American Society of Civil Engineers,0733-9496
Journal of Water Reuse and Desalination,IWA Publishing,2220-1319
Journal of Water Supply: Research & Technology-AQUA,IWA Publishing,0003-7214(Paper)1605-3974(Online)
"Journal of Water, Sanitation and Hygiene for Development",IWA Publishing,2043-9083
"Journal of Waterway, Port, Coastal, and Ocean Engineering",American Society of Civil Engineers,0733-950X
The Journal of Wealth Management,Institutional Investor Inc,1534-7524
Journal of Web Engineering,Rinton Press,1540-9589
Journal of Web Librarianship,Routledge,1932-2909(Paper)1932-2917(Online)
Journal of Website Promotion,Routledge,1553-3611(Paper)1553-362X(Online)
Journal of West African History,Michigan State University Press,2327-1868(Paper)2327-1876(Online)
Therapeutische Umschau,"Hogrefe AG, Verlag Hans Huber Publishers",0040-5930
Therapie,EDP Sciences,0040-5957
Thérapie,Elsevier Masson SAS,0040-5957
Thérapie familiale,Medecine et Hygiene,0250-4952
Therapy,Future Medicine Ltd,1475-0708(Paper)1744-831X(Online)
Theriogenology,Elsevier Science,0093-691X
Theriogenology Insight,New Delhi Publishers,2249-6610
Thermal Engineering,Springer Science+Business Media B.V.,0040-6015
Thermochimica Acta,Elsevier Science,0040-6031
Thermophysics and Aeromechanics,Springer Science+Business Media B.V.,0869-8643(Paper)1531-8699(Online)
Thesis Eleven,SAGE Publications,0725-5136(Paper)1461-7455(Online)
TheStreet Ratings Guide to Exchange Traded Funds,Grey House Publishing,2158-6101
TheStreet Ratings Guide to Stock Mutual Funds,Grey House Publishing,2158-6144
TheStreet Ratings Ultimate Guided Tour of Stock Investing,Grey House Publishing,2158-5288
TheStreet.com Ratings Guide to Exchange Traded Funds,Grey House Publishing,1936-9840
TheStreet.com Ratings Guide to Stock Mutual Funds,Grey House Publishing,1935-2050
Thestreet.com Ratings Ultimate Guided Tour of Stock Investing,Grey House Publishing,
Thieme Case Report,Thieme Medical Publishers Inc,1611-7875
Thieme Praxis Report,Georg Thieme Verlag Stuttgart,1611-7891(Paper)2199-6989(Online)
Thin Solid Films,Elsevier Science,0040-6090
Thin-Walled Structures,Elsevier Science,0263-8231
Think,Cambridge University Press (CUP),1477-1756(Paper)1755-1196(Online)
Think French,Second Language Publishing,
Think Italian,Second Language Publishing,
Thinking & Reasoning,Psychology Press,1354-6783(Paper)1464-0708(Online)
Thinking Highways,H3B Media,
Thinking Skills and Creativity,Elsevier Science,1871-1871
Third Education Group Review,Third Education Group,(Paper)1557-2870(Online)
Third Sector,Haymarket Business Publications,1355-6371
Third Text,Routledge,0952-8822(Paper)1475-5297(Online)
Third World Quarterly,Routledge,0143-6597(Paper)1360-2241(Online)
Third World Thematics: A TWQ Journal,Taylor & Francis,2380-2014(Paper)2379-9978(Online)
Thirdspace,Thirdspace,1499-8513
The Thomist: A Speculative Quarterly Review (Project Muse),The Catholic University of America Press,0040-6325(Paper)2473-3725(Online)
The Thomist,The Thomist Press,0040-6325
The Thoracic and Cardiovascular Surgeon,Georg Thieme Verlag Stuttgart,0171-6425
Thoracic Cancer,"John Wiley & Sons, Inc",1759-7706(Paper)1759-7714(Online)
Thoracic Surgery Clinics,WB Saunders Company,1547-4127
Thorax,BMJ Publishing Group,0040-6376(Paper)1468-3296(Online)
Thought & Action,National Education Association,0748-8475
Thought: A Journal of Philosophy,Wiley-Blackwell,(Paper)2161-2234(Online)
Thought: A Review of Culture & Idea,Fordham University Press,0040-6457(Paper)2154-2139(Online)
Thrombosis,Hindawi Publishing Corporation,2090-1488(Paper)2090-1496(Online)
Thrombosis and Haemostasis,Schattauer GMBH,0340-6245
Thrombosis Journal,BioMed Central,(Paper)1477-9560(Online)
Thrombosis Research,Elsevier Science,0049-3848
Thunder Roads Magazine,Thunder Roads Magazine,
Thunderbird International Business Review,Wiley Law Publications,1096-4762(Paper)1520-6874(Online)
THYMOS: Journal of Boyhood Studies,Berghahn Books,1931-9045
Thyroid,Mary Ann Liebert,1050-7256(Paper)1557-9077(Online)
Thyroid Research,BioMed Central,(Paper)1756-6614(Online)
TI Magazine,Tinbergen Research Institute,1566-3213
Ticks and Tick-borne Diseases,Elsevier Science,1877-959x
Tidsskrift for Den norske legeforening,Den Norske Lægeforening ,0029-2001(Paper)0807-7096(Online)
Tidsskrift for kjonnsforskning,Universitetsforlaget,0809-6341(Paper)1891-1781(Online)
Tidsskrift for kulturforskning,Novus Forlag Press ,1502-7473
Tidsskrift for Norsk Psykologforening,Norsk Psykologforening ,0332-6470
