ShortName,LongName,Issn
PUBLIC HISTORY REVIEW,"UNIV TECHNOLOGY, SYDNEY-UTS EPRESS, BROADWAY, PO BOX 123, SYDNEY, AUSTRALIA, NSW, 2007",1833-4989
PUBLIC INTEGRITY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1099-9922
PUBLIC LAW REVIEW,"LAWBOOK CO LTD, LEVEL 6, 19 HARRIS ST, PYRMONT, AUSTRALIA, NSW, 2009",1034-3024
PUBLIC MANAGEMENT REVIEW,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1471-9037
PUBLIC MONEY & MANAGEMENT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0954-0962
PUBLIC OPINION QUARTERLY,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0033-362X
PUBLIC PERFORMANCE & MANAGEMENT REVIEW,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1530-9576
PUBLIC PERSONNEL MANAGEMENT,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0091-0260
PUBLIC POLICY AND ADMINISTRATION,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0952-0767
PUBLIC RELATIONS REVIEW,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710",0363-8111
PUBLIC TRANSPORT,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",1866-749X
PUBLIC UNDERSTANDING OF SCIENCE,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0963-6625
PUBLICA,"UNIV FED RIO GRANDE DO NORTE, CAMPUS UNIV, CAIXA POSTAL 1622, RIO GRANDE DO NORTE, BRAZIL, NATAL, CEP59078-970AP",1981-8297
PUBLICACAO ESPECIAL DO DEPARTAMENTO DE GEOLOGIA CENTRO DE TECNOLOGIA UNIVERSIDADE FEDERAL DE PERNAMBUCO,"UNIV FEDERAL PERNAMBUCO, CENTRO DE TECNOLOGIA, PERNAMBUCO, BRAZIL, 00000",****-****
PUBLICACION ESPECIAL DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,"SOC ENTOMOLOGICA ARGENTINA, MUSEO DE LA PLATA, PASEO DEL BOSQUE, LA PLATA, ARGENTINA, 00000",1666-4523
PUBLICACION EXTRA MUSEOS NACIONALES DE HISTORIA NATURAL Y ANTROPOLOGIA-MONTEVIDEO EN LINEA,"MUSEO NACIONAL HISTORIA NATURAL ANTROPOLOGIA, CASILLA DE CORREO 399, MONTEVIDEO, URUGUAY, 11 000",1510-7353
PUBLICACIONES DE BIOLOGIA DE LA UNIVERSIDAD DE NAVARRA SERIE ZOOLOGICA,"UNIV NAVARRA, UNIV NAVARRA, PAMPLONA, SPAIN, NAVARRA, E-31080",0213-313X
PUBLICACIONES DEL SEMINARIO DE PALEONTOLOGIA DE ZARAGOZA,"UNIV ZARAGOZA, C/PEDRO CERBUNA 12, ZARAGOZA, SPAIN, 50009",****-****
PUBLICACIONS MATEMATIQUES,"UNIV AUTONOMA BARCELONA, DEPT MATHEMATICS, BELLATERRA, SPAIN, 08193",0214-1493
PUBLICACOES AVULSAS DO INSTITUTO PAU BRASIL DE HISTORIA NATURAL,"INST PAU BRASIL HISTORIA NATURAL, CAIXA POSTAL 282, ARUJA, BRAZIL, SP, 00000",1516-4926
PUBLICACOES AVULSAS DO MUSEU NACIONAL,"UNIV FEDERAL DO RIO JANEIRO, QUINTA DA BOA VISTA, SAO CRISTOVAO, RIO DE JANEIRO, BRAZIL, 20940-040",0100-6304
PUBLICATIE VAN DE BELGISCHE VERENIGING VOOR PALEONTOLOGIE,"BELGISCHE VERENIGING VOOR PALEONTOLOGIE VZW ZETEL, UNIVERSITAIR CENTRUM (RUCA), GROENENBORGERLAAN 171, ANTWERPEN, BELGIUM, B-2020",0772-6163
PUBLICATIES VAN HET NATUURHISTORISCH GENOOTSCHAP IN LIMBURG,"NATUURHISTORISCH GENOOTSCHAP IN LIMBURG, GODSWEERDERSTRAAT 2, ROEMOND, NETHERLANDS, 6041 GH",0374-955X
PUBLICATIONES MATHEMATICAE-DEBRECEN,"KOSSUTH LAJOS TUDOMANYEGYETEM, MATEMATIKAI INTEZET NAGYERDEIKORUT, DEBRECEN, HUNGARY, 10",0033-3883
PUBLICATIONS,"MDPI AG, ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",2304-6775
PUBLICATIONS MATHEMATIQUES DE L IHES,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",0073-8301
PUBLICATIONS OF MINISTRY OF AGRICULTURE AND FORESTRY FINLAND,"FINLAND MINISTRY AGRICULTURE & FORESTRY, PO BOX 30, HELSINKI, FINLAND, fi-00023",1238-2531
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,"CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",1323-3580
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0004-6264
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",0004-6280
PUBLICATIONS OF THE ENGLISH GOETHE SOCIETY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0959-3683
PUBLICATIONS OF THE NUTTALL ORNITHOLOGICAL CLUB,"NUTTALL ORNITHOLOGICAL CLUB, C/O MUSEUM COMPARATIVE ZOOLOGY, HARVARD UNIV, CAMBRIDGE, USA, MA, 2138",0550-4082
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,"KYOTO UNIV, PUBLICATIONS RESEARCH INST MATHEMATICAL SCIENCES, OIWAKECHO, KITASHIRAKAWA, SAKYOKU, KYOTO, JAPAN, 606-8502",0034-5318
PUBLICATIONS OF THE SETO MARINE BIOLOGICAL LABORATORY,"SETO MARINE BIOLOGICAL LABORATORY, SHIRAHAMA-CHO, NISHIMURO, JAPAN, WAKAYAMA-KEN, 649-22",0037-2870
PUBLISHING HISTORY,"PROQUEST LLC, 300 NORTH ZEEB ROAD, ANN ARBOR, USA, MI, 48106-1346",0309-2445
PUBLIUS-THE JOURNAL OF FEDERALISM,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0048-5950
PUERTO RICO HEALTH SCIENCES JOURNAL,"UNIV PUERTO RICO MEDICAL SCIENCES CAMPUS, OFFICE DEAN ACADEMIC AFFAIRS BOX 365067, SAN JUAN, USA, PR, 00936-5067",0738-0658
PULMONARY CIRCULATION,"UNIV CHICAGO PRESS, 1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",2045-8932
PULMONARY MEDICINE,"HINDAWI PUBLISHING CORP, 315 MADISON AVE 3RD FLR, STE 3070, NEW YORK, USA, NY, 10017",2090-1836
PULMONARY PHARMACOLOGY & THERAPEUTICS,"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD, 24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX",1094-5539
PULP & PAPER-CANADA,"PULP & PAPER CANADA MAGAZINE GROUP-BIG MAGAZINE LP, 80 VALLEYBROOK, TORONTO, CANADA, ON, M38 2S9",0316-4004
PULSE,"KARGER, ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",2235-8676
PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",1462-4745
PUNJAB UNIVERSITY JOURNAL OF ZOOLOGY,"UNIV PUNJAB, INST GEOL, QUID-E-AZAM CAMPUS, PO BOX NO 54590, LAHORE, PAKISTAN, 00000",1016-1597
PUNTO GENERO,"UNIV CHILE, FAC CIENCIAS SOCIALES, AVDA IGNACIO CARRERA PINTO 1045, SANTIAGO, CHILE, 00000",0719-0417
PURE AND APPLIED CHEMISTRY,"WALTER DE GRUYTER GMBH, GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",0033-4545
PURE AND APPLIED GEOPHYSICS,"SPRINGER BASEL AG, PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",0033-4553
PURE AND APPLIED MATHEMATICS QUARTERLY,"INT PRESS BOSTON, INC, PO BOX 43502, SOMERVILLE, USA, MA, 02143",1558-8599
PURINERGIC SIGNALLING,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1573-9538
PYRALOID PLANET,"PYRALOID PLANET, BERNARD LANDRY, MUSEUM D HISTOIRE NATURELLE, ROUTE MALAGNOU 1, GENEVE, SWITZERLAND, CH-1208",****-****
PYTHAGORAS,"AOSIS, POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000",1012-2346
QATAR UNIVERSITY SCIENCE JOURNAL,"UNIV QATAR, FAC SCIENCE, P O BOX 2713, DOHA, QATAR, 00000",1023-8948
QED-A JOURNAL IN GLBTQ WORLDMAKING,"MICHIGAN STATE UNIV PRESS, 1405 SOUTH HARRISON RD, STE 25 MANLY MILES BUILDING, E LANSING, USA, MI, 48823-5202",2327-1574
QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",1460-2725
QME-QUANTITATIVE MARKETING AND ECONOMICS,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1570-7156
QUADERNI D ITALIANISTICA,"QUADERNI D ITALIANISTICA, UNIVERSITY TORONTO DEPT ITALIAN STUDIES, TORONTO, CANADA, ONTARIO, M5S 1A1",0226-8043
QUADERNI DEL MUSEO CIVICO DI STORIA NATURALE DI FERRARA,"MUSEO CIVICO STORIA NATURALE FERRARA, VIA DE PISIS 24, FERRARA, ITALY, 44121",2283-6918
QUADERNI DEL MUSEO CIVICO DI STORIA NATURALE DI VENEZIA,"MUSEO STORIA NATURALE VENEZIA, SANTA CROCE 1730, VENICE, ITALY, 30135",1120-9216
QUADERNI DEL MUSEO DI STORIA NATURALE DI LIVORNO,"MUSEO PROVINCIALE STORIA NATURALE, VIA ROMA 234, LIVORNO, ITALY, I-57127",0393-3377
QUADERNI DEL MUSEO DI STORIA NATURALE DI LIVORNO SERIE ATTI,"MUSEO PROVINCIALE STORIA NATURALE, VIA ROMA 234, LIVORNO, ITALY, I-57127",1126-7801
QUADERNI DEL MUSEO ZOOLOGICO-AVELLINO,"MZO EDIZIONE, VIA F PETRONELLI 8, AVELLINO, ITALY, I-83100",****-****
QUADERNI DEL PADULE DI FUCECCHIO,"CENTRO DI RICERCA DOCUMENTAZIONE E PROMOZIONE DEL PADULE DE FUCECCHIO, CENTRO  RICERCA, CASTELMARTINI LARCIANO, ITALY, 00000",****-****
QUADERNI DELLA STAZIONE DI ECOLOGIA DEL CIVICO MUSEO DI STORIA NATURALE DIFERRARA,"MUSEO CIVICO STORIA NATURALE FERRARA, VIA DE PISIS 24, FERRARA, ITALY, 44121",0394-5782
QUADERNI DI CONSERVAZIONE DELLA NATURA,"IST NAZIONALE PER FAUNA SELVATICA, VIA CA FORNACETTA, 9, OZZANO DELL EMILIA (BOLOGNA), ITALY, 00000",1592-2901
QUADERNI ITALIANI DI PSICHIATRIA,"ELSEVIER MASSON, VIA PALEOCAPA 7, MILANO, ITALY, 20121",0393-0645
QUADERNI STORICI,"SOC ED IL MULINO, STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125",0301-6307
QUADERNI URBINATI DI CULTURA CLASSICA,"ACCADEMIA EDITORIALE PISA-ROMA, VIA BETTOLO 6, ROMA, ITALY, 00195",0033-4987
QUADERNO DI STUDI E NOTIZIE DI STORIA NATURALE DELLA ROMAGNA,"SOC PER GLI STUDI NATURALISTICI ROMAGNA, CP 143, BAGNACAVALLO (RA), ITALY, 48012",1123-6787
QUADERNOS DE PSICOLOGIA,"UNIV AUTONOMA BARCELONA, DEPT PSICOLOGIA SALUT, DESPATX B5-016B, BELLATERRA, SPAIN, 08193",0211-3481
QUADERNS-E DE L INSTITUT CATALA D ANTROPOLOGIA,"INST CATALA ANTROPOLOGIA, COMTE URGELL 259 SS, 3A, BARCELONA, SPAIN, 08036",0211-5557
QUADRIFINA,"NATURHISTORISCHES MUSEUM-VIENNA, BURGRING 7, POSTFACH 417, VIENNA, AUSTRIA, A-1014",1028-6764
QUAERENDO-A JOURNAL DEVOTED TO MANUSCRIPTS AND PRINTED BOOKS,"BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",0014-9527
QUAESTIO IURIS,"UNIV ESTADO RIO JANEIRO, RUA SAO FRANCISCO XAVIER, 524-BLOCO F, RIO DE JANEIRO RJ, BRAZIL, 20559-900",1807-8389
QUAESTIO ROSSICA,"URAL FEDERAL UNIV, PROSPEKT LENINA 51, EKATERINBURG, RUSSIA, 620083",2311-911X
QUAESTIONES DISPUTATAE,"UNIV SANTO TOMAS, CR 9 NO 51-23, BOGOTA, COLOMBIA, CUND, 00000",2011-0472
QUAESTIONES GEOGRAPHICAE,"DE GRUYTER OPEN LTD, BOGUMILA ZUGA 32A ST, WARSAW, POLAND, 01-811",0137-477X
QUAESTIONES MATHEMATICAE,"NATL INQUIRY SERVICES CENTRE PTY LTD, 19 WORCESTER STREET, PO BOX 377, GRAHAMSTOWN, SOUTH AFRICA, 6140",1607-3606
QUALITATIVE & QUANTITATIVE METHODS IN LIBRARIES,"INT SOC ART SCIENCE & TECHNOLOGY-ISAST, INT SOC ART SCIENCE & TECHNOLOGY-ISAST, ATHINA, GREECE, 00000",2241-1925
QUALITATIVE HEALTH RESEARCH,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",1049-7323
QUALITATIVE INQUIRY,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",1077-8004
QUALITATIVE MARKET RESEARCH,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1352-2752
QUALITATIVE REPORT,"NOVA SOUTHEASTERN UNIV, 3301 COLLEGE AVE, FORT LAUDERDALE-DAVIE, USA, FL, 33314",2160-3715
QUALITATIVE RESEARCH,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",1468-7941
QUALITATIVE RESEARCH IN ACCOUNTING AND MANAGEMENT,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1176-6093
QUALITATIVE RESEARCH IN EDUCATION,"HIPATIA PRESS, C-CLARAMUNT 4, BARCELONA, SPAIN, 08030",2014-6418
QUALITATIVE RESEARCH IN FINANCIAL MARKETS,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1755-4179
QUALITATIVE RESEARCH IN ORGANIZATIONS AND MANAGEMENT,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1746-5648
QUALITATIVE RESEARCH IN PSYCHOLOGY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1478-0887
QUALITATIVE RESEARCH IN SPORT EXERCISE AND HEALTH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",2159-676X
QUALITATIVE RESEARCH JOURNAL,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1443-9883
QUALITATIVE SOCIAL WORK,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",1473-3250
QUALITATIVE SOCIOLOGY,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0162-0436
QUALITATIVE THEORY OF DYNAMICAL SYSTEMS,"SPRINGER BASEL AG, PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",1575-5460
QUALITY & QUANTITY,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0033-5177
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0748-8017
QUALITY ASSURANCE AND SAFETY OF CROPS & FOODS,"WAGENINGEN ACADEMIC PUBLISHERS, PO BOX 220, WAGENINGEN, NETHERLANDS, 6700 AE",1757-8361
QUALITY ASSURANCE IN EDUCATION,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",0968-4883
QUALITY ENGINEERING,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",0898-2112
QUALITY IN AGEING AND OLDER ADULTS,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1471-7794
QUALITY IN HIGHER EDUCATION,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1353-8322
QUALITY MANAGEMENT IN HEALTH CARE,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",1063-8628
QUALITY OF LIFE RESEARCH,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0962-9343
QUALITY TECHNOLOGY AND QUANTITATIVE MANAGEMENT,"NCTU-NATIONAL CHIAO TUNG UNIV PRESS, NO 100, WENHWA RD, TAICHUNG, TAIWAN, 40724 ROC",1684-3703
QUALITY-ACCESS TO SUCCESS,"SOC ROMANA PENTRU ASIGURAREA CALITATII, STR VASILE PARVAN NR 14, SECTOR 1, POSTAL CODE 010 216, BUCHAREST, ROMANIA, 00000",1582-2559
QUANTITATIVE ECONOMICS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1759-7323
QUANTITATIVE FINANCE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1469-7688
QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,"AME PUBL CO, ROOM 604 6-F HOLLYWOOD CENTER, 77-91, QUEENS ROAD, SHEUNG WAN, PEOPLES R CHINA, HONG KONG, 00000",2223-4292
QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1768-6733
QUANTUM ELECTRONICS,"TURPION LTD, C/O TURPION LTD, IOP PUBLISHING, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6HG",1063-7818
QUANTUM INFORMATION & COMPUTATION,"RINTON PRESS, INC, 565 EDMUND TERRACE, PARAMUS, USA, NJ, 07652",1533-7146
QUANTUM INFORMATION PROCESSING,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1570-0755
QUANTUM TOPOLOGY,"EUROPEAN MATHEMATICAL SOC, PUBLISHING HOUSE, E T H-ZENTRUM SEW A27, SCHEUCHZERSTRASSE 70, ZURICH, SWITZERLAND, CH-8092",1663-487X
QUARTAER,"SDV SAARBRUCKER DRUCKEREI VERLAG GMBH, HALBERGSTRASSE 3, 66121, GERMANY",0375-7471
QUARTERLY JOURNAL OF ECONOMICS,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",0033-5533
QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,"GEOLOGICAL SOC PUBL HOUSE, UNIT 7, BRASSMILL ENTERPRISE CENTRE, BRASSMILL LANE, BATH, ENGLAND, AVON, BA1 3JN",1470-9236
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1747-0218
QUARTERLY JOURNAL OF FINANCE,"WORLD SCIENTIFIC PUBL CO PTE LTD, 5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",2010-1392
QUARTERLY JOURNAL OF MATHEMATICS,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0033-5606
QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0033-5614
QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,"EDIZIONI MINERVA MEDICA, CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126",1824-4785
QUARTERLY JOURNAL OF POLITICAL SCIENCE,"NOW PUBLISHERS INC, PO BOX 1024, HANOVER, USA, MA, 02339",1554-0626
QUARTERLY JOURNAL OF SPEECH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0033-5630
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0035-9009
QUARTERLY OF APPLIED MATHEMATICS,"BROWN UNIV, AMER MATH SOC, PO BOX 845904, BOSTON, USA, MA, 02284-5904",0033-569X
QUARTERLY REVIEW OF BIOLOGY,"UNIV CHICAGO PRESS, 1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",0033-5770
QUARTERLY REVIEWS OF BIOPHYSICS,"CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",0033-5835
QUATERNAIRE,"SOC GEOLOGIQUE FRANCE, 77, RUE CLAUDE-BERNARD, PARIS, FRANCE, F-75005",1142-2904
QUATERNARIA NOVA,"IST ITALIANO PALEONTOLOGIA UMANA, PIAZZA MINCIO, 2, ROMA, ITALY, I-00198",1123-2676
QUATERNARY GEOCHRONOLOGY,"ELSEVIER SCI LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",1871-1014
QUATERNARY INTERNATIONAL,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",1040-6182
QUATERNARY NEWSLETTER,"QUATERNARY RESEARCH ASSOC, C/O DR. P. ALLEN (TREASURER), 13 CHURCHGATE, CHESHUNT, ENGLAND, HERTFORDSHIRE, EN8 9NB",0143-2826
QUATERNARY RESEARCH,"ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",0033-5894
QUATERNARY RESEARCH ASSOCIATION TECHNICAL GUIDE,"QUATERNARY RESEARCH ASSOC, C/O DR. P. ALLEN (TREASURER), 13 CHURCHGATE, CHESHUNT, ENGLAND, HERTFORDSHIRE, EN8 9NB",0264-9241
QUATERNARY RESEARCH-TOKYO,"JAPAN ASSOC QUATERNARY RESEARCH, GAKKAI CENTER C21, HONKOMAGOME 5-16-9, TOKYO, JAPAN, 00000",0418-2642
QUATERNARY SCIENCE REVIEWS,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",0277-3791
QUEBEC PHARMACIE,"PUBLICATIONS CODEX INC, 1031 ST DENIS, MONTREAL, CANADA, PQ H2X 3H9",0826-9874
QUEBRACHO,"UNIV NACIONAL SANTIAGO ESTERO, FACULTAD CIENCIAS FORESTALES, AV BELGRANO (S) 1912, SANTIAGO DEL ESTERO, ARGENTINA, 4200",0328-0543
QUEEN MARY JOURNAL OF INTELLECTUAL PROPERTY,"EDWARD ELGAR PUBLISHING LTD, THE LYPIATTS, 15 LANSDOWN RD, CHELTENHAM, ENGLAND, GLOS, GL50 2JA",2045-9807
QUEENS LAW JOURNAL,"QUEENS UNIV, FAC LAW, KINGSTON, CANADA, ONTARIO, K7L 3N6",0316-778X
QUEENS QUARTERLY,"QUEENS QUARTERLY, QUEENS UNIV, KINGSTON, CANADA, ON, K7L 3N6",0033-6041
QUEENSLAND NATURALIST,"QUEENSLAND NATURALISTS CLUB, INC, P O BOX 5663, WEST END, AUSTRALIA, QLD, 4101",0079-8843
QUEENSLAND REVIEW,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",1321-8166
QUEKETT JOURNAL OF MICROSCOPY,"QUEKETT MICROSCOPICAL CLUB, C/O NATIONAL HISTORY MUSEUM, CROMWELL ROAD, LONDON, UK",0969-3823
QUEST,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0033-6297
QUEST-ISSUES IN CONTEMPORARY JEWISH HISTORY,"FONDAZIONE CENTRO DOCUMENTAZIONE EBRAICA CONTEMPORANEA, VIA EUPILI 8, MILAN, ITALY, 20145",2037-741X
QUEUEING SYSTEMS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0257-0130
QUFU SHIFAN DAXUE XUEBAO-ZIRAN KEXUE BAN,"CHINA INT BOOK TRADING CORP, 35 CHEGONGZHUANG XILU, HAIDAN DISTRICT, PO BOX 399, BEIJING, PEOPLES R CHINA, 100044",1001-5337
QUID-INVESTIGACION CIENCIA Y TECNOLOGIA,"INST UNIV SALAZAR & HERRERA, CRA 70 NO 52-49, MEDELLIN, COLOMBIA, ANTIOQUIA, 00000",1692-343X
QUIMICA NOVA,"SOC BRASILEIRA QUIMICA, CAIXA POSTAL 26037, SAO PAULO, BRAZIL, 05599-970",0100-4042
QUINTESSENCE INTERNATIONAL,"QUINTESSENCE PUBLISHING CO INC, 4350 CHANDLER DRIVE, HANOVER PARK, USA, IL, 60133",0033-6572
